Date;API2;MTFc1 (TRDPRC_1);CMAP4C1 (TRDPRC_1)
30/01/2020;44.7869;45,6936;78,9211
29/01/2020;44.8724;45,7807;79,98
28/01/2020;45.2813;45,6897;78,5844
27/01/2020;45.6609;45,7062;78,7037
24/01/2020;45.5865;45,5865;78,6537
23/01/2020;44.4535;45,5121;78,2211
22/01/2020;44.4505;45,307;77,8108
21/01/2020;44.288;45,3438;77,6936
20/01/2020;44.9342;45,6349;78,3757
17/01/2020;47.7994;45,6349;78,4181
16/01/2020;45.8734;45,6668;77,5483
15/01/2020;48.973;46,4167;77,9891
14/01/2020;49.0698;46,9129;81,7831
13/01/2020;49.5374;47,8757;83,6702
10/01/2020;48.5612;47,6619;78,3273
09/01/2020;48.5817;47,276;77,4876
08/01/2020;48.6355;47,2845;76,9612
07/01/2020;48.1392;47,2155;73,3566
06/01/2020;48.1551;46,9043;71,3839
31/12/2019;47.2792;47,413;73,6396
20/12/2019;46.9399;48,1585;74,4719
19/12/2019;48.6061;48,1565;73,9209
18/12/2019;48.8255;48,1955;73,7107
17/12/2019;50.2287;48,1209;73,2353
16/12/2019;49.1833;47,9716;73,2364
13/12/2019;50.0495;48,2507;73,5678
12/12/2019;50.009;48,5262;73,9127
11/12/2019;49.2272;48,0769;73,9576
10/12/2019;49.3869;48,5034;74,0173
05/12/2019;51.9096;49,4505;73,8606
04/12/2019;52.0946;50,6952;75,1625
03/12/2019;53.9211;50,8979;74,7225
02/12/2019;53.8052;51,7739;68,9717
29/11/2019;53.3364;50,8852;69,0422
28/11/2019;53.3751;50,8729;69,3649
27/11/2019;53.537;50,8729;69,3763
26/11/2019;53.7756;50,8259;69,2957
25/11/2019;54.1633;50,8036;69,2818
22/11/2019;54.2098;50,8075;69,1798
21/11/2019;53.3599;50,5562;68,1469
20/11/2019;52.3844;50,3522;66,9256
19/11/2019;50.5958;49,8736;66,2574
15/11/2019;51.9457;50,5882;64,0724
14/11/2019;51.2658;50,8575;63,8781
13/11/2019;51.4083;50,5633;64,056
12/11/2019;51.331;50,3316;63,6867
11/11/2019;50.5348;50,0363;62,5906
08/11/2019;52.333;50,6082;62,8177
07/11/2019;52.4934;50,8191;62,6754
06/11/2019;52.6435;50,4293;62,404
05/11/2019;52.3749;51,3365;61,676
04/11/2019;52.1301;51,0516;60,5788
31/10/2019;50.3857;50,6726;59,1928
30/10/2019;50.7983;50,5023;59,5174
29/10/2019;50.6301;50,7651;60,036
28/10/2019;50.6848;50,7749;60,9119
25/10/2019;52.7622;53,9809;61,0218
24/10/2019;52.6387;53,9896;60,879
23/10/2019;52.3228;53,8683;60,7871
22/10/2019;54.2071;53,9824;60,7695
21/10/2019;54.2967;54,0007;60,6387
18/10/2019;54.4364;53,8544;60,1218
17/10/2019;54.6035;54,1719;60,241
16/10/2019;55.0858;54,4715;60,1626
15/10/2019;56.0693;54,8454;60,2847
14/10/2019;56.3838;55,1324;60,1197
11/10/2019;56.1594;54,9819;59,9185
10/10/2019;56.3431;55,2072;60,478
09/10/2019;56.7964;55,4745;60,8077
08/10/2019;55.9156;56,0526;59,8868
07/10/2019;55.8341;54,9681;57,9307
04/10/2019;55.348;54,3914;56,4413
03/10/2019;55.9103;54,0405;56,5487
02/10/2019;55.9409;54,2526;57,2185
01/10/2019;56.0384;54,8948;58,097
30/09/2019;54.7807;54,6431;54,6431
27/09/2019;53.9861;55,1746;55,2203
26/09/2019;53.7313;55,4436;55,0774
25/09/2019;53.4229;55,0681;55,1138
24/09/2019;55.8178;55,0009;54,1387
23/09/2019;55.9549;55,318;55,0905
20/09/2019;57.0936;55,5959;54,5974
19/09/2019;57.2011;55,2083;54,6649
18/09/2019;56.4421;55,2634;55,1727
17/09/2019;57.61;55,5957;55,1892
16/09/2019;58.3909;56,1364;55,0455
13/09/2019;56.8048;55,0438;54,1407
12/09/2019;57.0473;55,0131;54,3351
11/09/2019;57.3167;54,955;55,1367
10/09/2019;55.628;54,9217;53,6086
09/09/2019;53.8657;52,8698;54,1825
06/09/2019;52.5528;52,2808;55,3188
05/09/2019;52.4155;52,0257;55,1527
30/08/2019;49.595;49,3675;54,0814
29/08/2019;47.9421;49,4799;53,8218
27/08/2019;47.8629;49,6393;53,8323
23/08/2019;49.2462;49,6231;53,4817
22/08/2019;51.0923;49,8285;53,8906
21/08/2019;50.1669;49,8962;54,1189
20/08/2019;51.5812;50,1397;53,8787
19/08/2019;51.5078;50,3792;53,7649
16/08/2019;51.8532;50,4103;53,9273
15/08/2019;52.224;50,4232;54,295
14/08/2019;52.7025;50,5028;54,0941
13/08/2019;52.3771;50,5417;54,0335
12/08/2019;51.3735;50,2141;53,8709
09/08/2019;51.3038;50,2322;53,581
08/08/2019;50.993;50,4563;53,1848
07/08/2019;50.3528;50,1027;53,5858
06/08/2019;50.3929;50,0536;55,367
05/08/2019;51.9996;50,8838;56,2846
02/08/2019;53.0746;52,2193;57,2612
01/08/2019;52.8106;53,0993;57,5656
31/07/2019;52.5104;52,2846;58,3348
30/07/2019;51.7798;51,9143;58,8183
29/07/2019;52.2523;52,0459;59,0901
26/07/2019;54.2292;52,4494;58,9663
25/07/2019;55.1368;52,2207;58,8605
24/07/2019;55.2114;52,2489;58,8922
23/07/2019;55.152;52,1926;58,8288
22/07/2019;53.0871;51,9272;58,4404
19/07/2019;55.2585;52,0053;58,066
18/07/2019;53.0377;51,1752;57,8714
17/07/2019;52.8379;51,5905;57,3822
16/07/2019;52.9039;51,1196;57,9445
15/07/2019;53.4209;51,3014;58,5414
12/07/2019;53.5096;51,3355;58,834
11/07/2019;53.7682;51,6353;58,5674
10/07/2019;52.5647;51,4712;58,3607
09/07/2019;51.2939;50,3748;59,7448
08/07/2019;53.5045;50,8739;59,7913
05/07/2019;51.0068;50,1604;59,0253
04/07/2019;47.6338;46,821;57,7809
03/07/2019;47.6634;46,821;57,6838
02/07/2019;47.1949;45,5553;56,9884
01/07/2019;46.965;44,8383;55,782
28/06/2019;43.6137;43,0155;55,3747
27/06/2019;43.1474;43,1914;55,4187
26/06/2019;43.6752;43,0595;55,4627
25/06/2019;43.5108;43,0708;55,6093
24/06/2019;42.3833;43,0414;55,5019
21/06/2019;43.0494;43,0231;55,4725
20/06/2019;43.6011;43,2203;54,9553
19/06/2019;43.6386;43,3892;54,8824
18/06/2019;44.9022;43,5618;55,4017
17/06/2019;44.7981;43,9957;56,0756
14/06/2019;45.6411;44,4811;56,4379
13/06/2019;46.4745;44,612;56,7184
12/06/2019;46.558;44,7417;58,1643
11/06/2019;46.3412;45,282;57,8604
07/06/2019;47.2156;46,2889;55,9527
06/06/2019;47.4543;46,0351;55,3486
05/06/2019;47.5087;45,9934;55,308
04/06/2019;47.1958;46,5292;54,2174
03/06/2019;46.7082;45,9964;57,1174
31/05/2019;47.2374;50,5507;60,043
30/05/2019;47.3315;51,0332;59,973
28/05/2019;50.8065;51,1649;60,3943
27/05/2019;50.3126;51,4194;60,3464
24/05/2019;50.4821;51,4194;60,3464
23/05/2019;50.6977;51,6547;60,644
22/05/2019;51.5603;52,0086;60,7963
21/05/2019;51.5325;52,1599;60,9876
20/05/2019;51.701;52,1038;61,0564
17/05/2019;53.0656;52,3485;61,3571
16/05/2019;53.7057;52,3183;61,7168
15/05/2019;54.1964;52,5893;62,2768
14/05/2019;54.4497;52,8876;62,4386
13/05/2019;54.3527;52,0805;63,6639
10/05/2019;54.7494;52,7464;63,9633
09/05/2019;55.9715;52,7629;64,5276
08/05/2019;56.1165;53,9719;64,4715
07/05/2019;55.5228;53,5746;64,8794
03/05/2019;54.0179;54,3304;63,4864
02/05/2019;54.1339;53,1049;63,4864
01/05/2019;53.6269;52,2601;63,4864
30/04/2019;52.3852;52,6081;63,4864
29/04/2019;53.4645;52,7492;61,8239
26/04/2019;53.3728;52,2964;62,0291
25/04/2019;53.2794;53,3693;62,1294
24/04/2019;55.712;53,2192;62,1862
23/04/2019;55.5753;53,0958;61,4699
18/04/2019;56.9062;52,9878;61,6707
16/04/2019;56.6046;52,6596;61,1259
15/04/2019;56.7171;52,5338;61,6875
12/04/2019;56.6372;52,8761;61,9469
11/04/2019;56;53,1111;62,5778
10/04/2019;57.2164;52,914;62,7606
09/04/2019;55.1905;52,4376;62,6055
08/04/2019;55.2003;52,1361;61,8616
05/04/2019;53.5045;50,8293;61,0398
03/04/2019;52.0741;48,6915;60,397
02/04/2019;52.2228;50,3035;62,3996
01/04/2019;55.2979;52,3992;68,7656
29/03/2019;55.0058;62,0041;68,7795
28/03/2019;56.7112;62,6114;68,8948
27/03/2019;56.664;62,3722;68,8184
26/03/2019;57.1112;62,5;68,7145
25/03/2019;58.7923;62,5055;68,5616
22/03/2019;58.7819;62,5387;68,7704
21/03/2019;59.5709;62,3406;68,4516
20/03/2019;59.3725;62,3959;68,3113
19/03/2019;61.0626;62,7809;69,081
18/03/2019;61.1327;63,0293;69,1161
15/03/2019;61.9868;63,0905;69,5806
14/03/2019;62.4668;63,7055;69,7664
13/03/2019;63.1788;63,3996;69,8896
12/03/2019;63.3971;64,3718;70,264
11/03/2019;64.3727;64,3727;70,7744
08/03/2019;64.9582;64,3798;71,9434
07/03/2019;65.2252;65,4485;73,0879
06/03/2019;65.0155;65,1039;73,9938
05/03/2019;66.9998;65,8942;74,2084
04/03/2019;66.7284;66,3756;73,8291
28/02/2019;66.1829;65,9631;72,6033
27/02/2019;65.661;66,1888;72,6097
26/02/2019;65.5687;65,0417;72,5077
25/02/2019;64.8882;64,6241;72,68
22/02/2019;64.3682;65,6468;72,7449
21/02/2019;65.5109;65,5109;73,0104
20/02/2019;65.5051;65,5933;72,9157
19/02/2019;64.3739;65,388;72,9277
18/02/2019;65.4404;65,6601;73,3109
15/02/2019;65.3059;65,6601;73,0984
14/02/2019;64.0322;65,3598;73,9003
13/02/2019;63.9148;65,6902;73,8571
12/02/2019;63.361;64,7298;74,6203
11/02/2019;63.6364;65,2772;75,5654
08/02/2019;64.2214;65,4573;75,8739
07/02/2019;65.5203;66,3139;76,3668
06/02/2019;67.6056;66,9894;76,6725
05/02/2019;67.0347;66,2899;76,8489
04/02/2019;67.3371;66,9873;76,6506
01/02/2019;69.0152;67,662;78,2085
31/01/2019;69.1454;69,1629;78,9934
30/01/2019;69.4868;69,6611;78,9231
29/01/2019;69.1164;69,7725;79,2913
28/01/2019;68.967;69,0982;80,0752
25/01/2019;69.0939;71,6789;80,0035
24/01/2019;71.8709;72,4016;81,6895
23/01/2019;72.0562;72,0562;81,3972
22/01/2019;71.6675;72,1958;81,5284
21/01/2019;71.6297;73,233;83,8613
18/01/2019;75.2575;73,233;83,6194
17/01/2019;75.0768;73,19;82,3168
16/01/2019;73.9668;72,8262;80,5036
15/01/2019;72.4111;72,2797;79,7705
14/01/2019;70.7251;71,4659;79,0047
11/01/2019;70.9863;71,9892;79,271
10/01/2019;70.7949;71,5777;78,9703
09/01/2019;70.2972;71,181;78,3728
08/01/2019;71.3287;71,8094;79,2832
07/01/2019;71.1173;71,1173;79,8762
04/01/2019;73.5539;73,159;80,7513
03/01/2019;73.5604;73,4726;82,3385
02/01/2019;75.2072;75,3394;84,7293
28/12/2018;75.4197;76,469;83,6394
27/12/2018;76.0609;76,6909;83,7781
21/12/2018;77.857;77,4611;84,6749
20/12/2018;77.4904;77,1146;83,8868
19/12/2018;79.1209;77,7143;84,6154
18/12/2018;79.2624;77,8541;84,8077
17/12/2018;80.3631;78,3095;85,0079
14/12/2018;79.1545;78,2701;84,5936
13/12/2018;78.7783;77,3699;83,7514
12/12/2018;77.0408;77,1464;83,8318
11/12/2018;77.4085;76,8517;83,8342
10/12/2018;77.0145;76,2219;83,3994
07/12/2018;76.0373;76,0812;83,3333
06/12/2018;75.8308;76,0506;83,348
05/12/2018;76.0314;76,0314;83,6125
04/12/2018;75.6254;75,6788;83,0836
30/11/2018;75.5634;78,2148;82,3243
29/11/2018;73.681;77,649;81,7751
28/11/2018;73.9046;77,7758;81,955
27/11/2018;72.9979;78,3133;81,9454
26/11/2018;72.753;78,0064;81,8912
22/11/2018;72.4117;77,3522;76,9264
21/11/2018;72.2569;77,3522;82,2718
20/11/2018;73.7907;77,5286;82,3659
19/11/2018;73.2687;77,5478;81,8706
16/11/2018;77.0713;78,4726;82,6327
15/11/2018;77.8739;79,5515;83,348
14/11/2018;77.4673;79,855;83,5692
13/11/2018;79.2807;81,0081;84,1527
12/11/2018;81.3943;82,7316;85,3169
09/11/2018;79.1865;80,9511;85,5923
08/11/2018;80.4876;81,2357;85,5923
07/11/2018;81.0137;82,2829;84,7339
06/11/2018;80.9995;81,6121;85,1567
05/11/2018;82.5267;83,2018;85,3937
02/11/2018;83.4431;84,4093;83,9701
01/11/2018;83.5014;83,589;87,4593
31/10/2018;86.649;86,1627;87,4593
30/10/2018;86.83;87,0063;87,4593
29/10/2018;87.0636;87,1955;87,4593
26/10/2018;86.3959;87,9747;87,4923
25/10/2018;87.9198;88,2715;87,6121
24/10/2018;88.886;88,1398;87,5252
23/10/2018;87.8455;87,5839;86,93
22/10/2018;88.4411;87,5861;87,0627
18/10/2018;86.8233;87,1463;86,8844
17/10/2018;84.79;86,3553;86,4423
16/10/2018;84.2478;85,5871;85,9328
15/10/2018;84.9961;85,5144;85,928
12/10/2018;85.1929;85,7551;85,8415
11/10/2018;85.8277;85,5689;86,1727
10/10/2018;86.3865;86,7338;87,7757
09/10/2018;87.5185;87,7361;88,3889
08/10/2018;88.6423;88,0766;88,973
05/10/2018;88.4752;87,8677;88,4752
04/10/2018;88.2915;87,5532;88,1612
03/10/2018;89.3168;87,2255;88,5762
02/10/2018;88.732;87,6494;87,9958
01/10/2018;87.9406;88,027;85,349
28/09/2018;86.5782;86,5351;85,1137
27/09/2018;86.4335;86,0899;85,0159
26/09/2018;87.238;85,4916;84,2989
25/09/2018;86.9935;85,2519;84,105
24/09/2018;86.14;85,4333;84,0286
21/09/2018;85.054;85,2839;83,7093
20/09/2018;85.0955;84,586;84,5011
19/09/2018;85.8465;85,9321;84,6899
18/09/2018;85.2979;84,5692;85,3836
17/09/2018;85.1665;85,0381;85,68
14/09/2018;86.0423;85,6123;86,6443
13/09/2018;85.9856;85,9001;86,4562
12/09/2018;86.4591;86,4591;87,4054
11/09/2018;86.6437;86,9884;86,8591
10/09/2018;85.9213;86,4389;85,5763
07/09/2018;87.0055;86,3994;85,5337
06/09/2018;86.4814;86,9116;84,3731
05/09/2018;87.4538;87,3248;84,2721
04/09/2018;86.4174;87,0823;84,6214
03/09/2018;85.391;84,1883;85,6922
31/08/2018;84.7918;84,1883;85,8695
30/08/2018;85.8612;83,7189;85,347
29/08/2018;85.4263;83,4615;85,0846
28/08/2018;85.5213;83,5115;85,0509
24/08/2018;82.3939;83,4696;85,3197
23/08/2018;82.9938;84,034;86,1142
22/08/2018;84.2963;83,5202;85,633
21/08/2018;85.4006;84,4066;86,2218
20/08/2018;86.4622;85,6346;87,2027
17/08/2018;86.8672;85,8617;86,4737
16/08/2018;86.1538;85,978;87,3407
14/08/2018;87.5066;86,5368;89,0496
13/08/2018;85.3787;85,6417;89,148
10/08/2018;84.5136;85,0131;89,3953
09/08/2018;83.0731;83,5936;88,886
08/08/2018;83.6348;83,0749;88,975
07/08/2018;83.2112;83,4267;88,8161
06/08/2018;81.3641;83,2251;89,0245
03/08/2018;81.7412;81,6547;89,4355
02/08/2018;80.7287;81,7648;90,1399
01/08/2018;80.1853;81,5749;92,1907
31/07/2018;81.5157;81,3446;92,1907
30/07/2018;81.109;81,0407;92,1907
27/07/2018;81.5031;86,4791;92,5704
26/07/2018;82.0376;86,7623;92,8614
25/07/2018;82.4949;86,0334;91,8741
24/07/2018;82.8055;86,6142;92,1773
23/07/2018;83.3191;86,6125;91,8306
20/07/2018;84.0587;85,7228;92,4219
19/07/2018;85.9033;86,7623;93,291
18/07/2018;85.9254;87,3432;91,9832
17/07/2018;85.7706;86,6712;91,8604
16/07/2018;84.9774;86,0022;91,7243
13/07/2018;84.7497;86,6068;92,255
12/07/2018;87.1819;87,0534;91,5946
11/07/2018;87.1744;87,7313;93,2145
10/07/2018;86.016;87,0806;92,233
09/07/2018;85.9648;86,7733;91,5397
06/07/2018;84.504;85,2278;91,8263
05/07/2018;84.9089;85,8927;91,7529
04/07/2018;83.2332;85,3282;91,3849
03/07/2018;83.2261;85,3282;90,9052
02/07/2018;84.4574;84,93;89,5696
29/06/2018;83.6686;82,5559;89,2322
28/06/2018;83.7728;83,038;90,1271
27/06/2018;83.8816;83,1025;90,2874
26/06/2018;81.5801;82,4388;89,4375
25/06/2018;81.1827;82,0373;89,1301
22/06/2018;80.8666;82,3681;89,4466
21/06/2018;82.6049;82,7515;90,768
19/06/2018;84.9154;83,7073;91,3876
18/06/2018;84.0647;83,2903;91,0342
15/06/2018;83.8546;83,2687;91,238
12/06/2018;82.6024;82,4321;90,3091
11/06/2018;81.9046;81,6075;89,6282
08/06/2018;81.1661;81,1661;89,7926
07/06/2018;80.7409;80,868;88,709
06/06/2018;80.2514;80,5232;88,72
05/06/2018;81.7189;80,9934;89,8694
04/06/2018;82.1508;81,8943;89,246
01/06/2018;81.2178;81,7753;89,3136
31/05/2018;82.0359;81,266;89,3136
29/05/2018;80.8199;81,5566;89,3136
25/05/2018;78.5408;76,7811;88,4979
24/05/2018;78.5903;76,457;87,6781
23/05/2018;78.5739;76,5646;87,8933
22/05/2018;79.3853;76,074;87,4936
21/05/2018;78.8804;75,9966;87,447
18/05/2018;79.6603;76,0934;87,8981
17/05/2018;79.5387;76,2741;87,7639
16/05/2018;78.5551;75,8872;87,2787
15/05/2018;77.5957;75,5681;87,5222
14/05/2018;77.0231;75,0943;86,5409
11/05/2018;76.4529;74,0245;85,4966
10/05/2018;74.5404;73,659;84,8653
09/05/2018;74.9367;73,5021;84,9789
08/05/2018;73.765;72,5847;84,0499
04/05/2018;72.2529;71,2912;82,3716
03/05/2018;72.1615;70,9936;82,0889
02/05/2018;72.3849;71,046;81,841
01/05/2018;72.5423;71,3333;77,9995
30/04/2018;70.3817;70,5887;77,9995
27/04/2018;69.4673;67,4472;77,7127
26/04/2018;69.705;67,5151;77,8448
25/04/2018;68.9695;67,1519;77,4324
24/04/2018;68.4628;66,7212;77,0646
23/04/2018;68.813;66,9698;77,4146
20/04/2018;68.5333;66,5798;77,161
19/04/2018;67.6442;66,267;76,3124
18/04/2018;66.5616;65,5917;75,7759
17/04/2018;66.4915;65,6831;76,2328
16/04/2018;67.8219;66,1658;75,9008
13/04/2018;68.3754;66,4287;75,878
12/04/2018;67.4483;66,4503;75,7809
11/04/2018;67.2301;66,3971;75,4549
10/04/2018;67.1038;66,3753;75,4412
09/04/2018;67.1727;66,645;75,7367
06/04/2018;65.9555;66,037;75,971
05/04/2018;66.1873;65,9013;75,0531
04/04/2018;65.5127;65,081;74,2445
30/03/2018;63.477;64,5882;74,3029
29/03/2018;63.4826;64,5882;74,3029
28/03/2018;63.2973;64,638;74,3479
27/03/2018;63.2449;64,269;73,6634
26/03/2018;62.8757;64,017;73,3805
23/03/2018;63.76;64,6506;73,9616
22/03/2018;65.2846;65;74,5528
21/03/2018;65.0535;64,8914;74,4163
20/03/2018;65.6863;65,6863;74,5098
19/03/2018;64.0558;64,4612;74,3939
16/03/2018;65.6385;65,0281;74,8759
15/03/2018;65.5884;65,7916;74,7318
14/03/2018;65.2649;65,5075;74,5653
13/03/2018;65.5824;65,5824;74,1787
12/03/2018;66.5991;65,5611;74,8459
09/03/2018;66.8346;66,0707;75,0914
08/03/2018;66.6937;65,8814;74,736
07/03/2018;66.1457;65,5011;75,3706
06/03/2018;66.1184;65,3927;75,9152
05/03/2018;64.5724;64,8561;76,5707
02/03/2018;64.7885;64,0984;76,1143
01/03/2018;65.2156;64,6857;78,0142
28/02/2018;66.6366;66,8826;77,6715
27/02/2018;66.7975;67,0428;77,6715
26/02/2018;68.2283;67,798;76,8918
23/02/2018;71.5855;69,7551;77,1984
22/02/2018;70.7681;69,7948;76,8108
21/02/2018;69.8583;69,7362;77,1861
20/02/2018;69.6336;69,3904;76,3619
19/02/2018;68.1712;68,2844;75,8846
16/02/2018;66.5914;68,2844;75,1371
15/02/2018;66.7733;67,8129;74,4102
14/02/2018;67.079;68,2841;73,787
13/02/2018;67.166;68,4211;73,8462
12/02/2018;65.2917;67,2036;73,7532
09/02/2018;65.4786;67,3588;74,3072
08/02/2018;66.5578;68,4769;75,2144
07/02/2018;68.749;70,013;74,9878
06/02/2018;67.9541;69,2065;76,3171
05/02/2018;69.459;70,4294;76,7769
02/02/2018;70.0642;70,9872;76,1236
01/02/2018;69.8753;70,235;78,7903
31/01/2018;72.2625;72,1417;78,7903
30/01/2018;74.4355;73,3065;78,7903
29/01/2018;74.5497;73,7016;78,9112
26/01/2018;74.4021;76,697;78,6295
25/01/2018;74.5462;76,8455;78,7011
24/01/2018;74.3592;76,7371;78,6313
23/01/2018;75.5062;77,4579;79,3283
22/01/2018;75.8564;77,7732;79,5677
19/01/2018;75.9002;77,946;79,6645
18/01/2018;75.5904;77,6334;79,4312
17/01/2018;76.5758;78,0942;79,8178
16/01/2018;77.0046;77,7796;79,3703
15/01/2018;76.3804;78,4982;79,235
12/01/2018;77.3492;78,4982;79,6061
11/01/2018;78.2146;79,2952;80,6666
10/01/2018;79.0289;80,0753;81,373
09/01/2018;79.3884;80,5195;81,5249
08/01/2018;79.5905;80,5683;80,9444
05/01/2018;78.5251;80,1463;80,4373
04/01/2018;78.2713;79,6387;79,7216
03/01/2018;79.4206;80,4196;79,9201
02/01/2018;79.1242;80,3683;79,0827
01/01/2018;78.9224;78,7763;79,4848
29/12/2017;80.0517;78,7763;79,4848
28/12/2017;80.1273;79,3903;79,8509
27/12/2017;80.2625;79,7156;80,2204
26/12/2017;80.3508;79,946;80,4166
25/12/2017;80.2831;79,9528;80,4166
22/12/2017;80.3829;79,9528;80,4166
21/12/2017;80.2914;79,845;80,4767
20/12/2017;80.2511;79,9141;80,546
19/12/2017;80.419;80,1233;80,419
18/12/2017;81.4023;80,7232;80,5534
15/12/2017;81.3138;80,9224;81,05
14/12/2017;80.0289;80,7931;80,6657
13/12/2017;81.0825;80,3383;81,649
12/12/2017;81.8825;81,1755;81,6865
11/12/2017;80.0731;80,515;81,2797
08/12/2017;79.1652;80,2023;81,1799
07/12/2017;77.8608;79,6024;80,8343
06/12/2017;77.7024;79,3981;80,7122
05/12/2017;77.5964;79,0765;80,5565
04/12/2017;77.4191;78,8941;79,6106
01/12/2017;76.1208;77,9712;76,7065
30/11/2017;78.1381;77,9281;76,7065
29/11/2017;78.0788;78,5009;76,7065
28/11/2017;77.7093;77,7515;76,7065
27/11/2017;77.0427;77,2949;76,7065
24/11/2017;76.1106;78,751;76,6136
23/11/2017;76.7089;79,3993;77,0042
22/11/2017;76.9036;79,3993;77,242
21/11/2017;77.5326;79,9182;77,916
20/11/2017;77.1394;80,0801;78,1623
17/11/2017;77.2492;79,4115;77,8004
16/11/2017;77.1094;79,8284;78,2564
15/11/2017;77.1775;79,5946;78,2376
14/11/2017;78.586;79,8152;78,8827
13/11/2017;80.1543;81,3116;80,3258
10/11/2017;79.525;81,2827;80,2109
09/11/2017;80.3265;81,3574;80,5842
08/11/2017;80.678;81,6441;81,1265
07/11/2017;80.3194;81,9163;81,0962
06/11/2017;80.9286;81,79;80,8855
03/11/2017;80.2533;80,9856;81,761
02/11/2017;81.1857;81,546;81,7605
01/11/2017;81.4582;81,9919;78,3665
31/10/2017;79.7836;81,4153;78,3665
30/10/2017;79.7493;79,7923;78,6763
27/10/2017;79.4711;79,2557;78,5665
26/10/2017;79.1245;79,0558;78,2403
25/10/2017;78.1409;77,8446;77,2519
24/10/2017;77.6001;78,1954;77,3025
23/10/2017;77.4666;78,1902;77,4666
20/10/2017;78.3332;78,0786;77,3572
19/10/2017;78.8186;77,5527;77,384
18/10/2017;79.5368;78,4763;77,9248
17/10/2017;79.2538;78,3614;78,0214
16/10/2017;78.3383;77,9992;77,1937
13/10/2017;76.9751;77,1866;77,0174
12/10/2017;76.5069;77,1832;76,5914
11/10/2017;75.6937;76,3262;75,8624
10/10/2017;76.2324;76,9947;76,1901
09/10/2017;76.0286;77,136;76,5823
06/10/2017;76.1527;77,5164;77,3886
05/10/2017;77.4979;78,8215;77,3698
04/10/2017;77.8127;78,7907;76,7497
03/10/2017;77.0738;78,2661;76,1795
02/10/2017;76.087;77,4084;78,0477
29/09/2017;76.0244;77,3366;77,5059
28/09/2017;76.7906;77,5628;77,7325
27/09/2017;77.4759;77,8762;78,2168
26/09/2017;77.9238;77,7288;78,6193
25/09/2017;78.0854;77,5789;77,7478
22/09/2017;76.9327;76,8072;77,0164
21/09/2017;77.2678;76,849;77,6028
20/09/2017;79.0514;77,5797;78,2525
19/09/2017;77.4683;77,0097;77,3015
18/09/2017;77.5602;76,6817;77,6439
15/09/2017;78.2179;76,7942;79,2228
14/09/2017;78.3521;76,9844;78,7045
13/09/2017;76.525;76,7354;77,3664
12/09/2017;75.2863;75,3865;76,5984
11/09/2017;75.5585;75,3493;76,0187
08/09/2017;73.8386;74,6697;75,1267
07/09/2017;73.6212;74,1619;75,0354
06/09/2017;74.3013;74,8636;75,7449
05/09/2017;73.5645;74,8825;74,9664
04/09/2017;72.9298;74,3021;74,6532
01/09/2017;73.1214;74,3021;72,8502
31/08/2017;73.5892;73,7319;72,8502
30/08/2017;74.9095;75,0779;73,0157
29/08/2017;74.7578;74,7995;72,9201
25/08/2017;74.2201;71,5364;73,1298
24/08/2017;73.8323;72,1794;73,6628
23/08/2017;73.4943;72,2152;73,4858
22/08/2017;73.4694;72,4915;74,2772
17/08/2017;73.6586;73,3174;74,0425
15/08/2017;72.556;72,1043;73,7663
14/08/2017;73.0175;72,5081;74,0363
11/08/2017;71.489;71,9966;73,2657
10/08/2017;71.7927;71,7077;73,1521
09/08/2017;71.2342;71,4893;72,4249
08/08/2017;71.0273;71,0699;73,4105
07/08/2017;70.8895;71,2287;73,391
04/08/2017;70.7682;70,9976;72,6122
03/08/2017;68.8911;69,8517;71,6212
02/08/2017;68.711;69,3437;71,0731
01/08/2017;69.9771;69,528;54,5608
31/07/2017;70.4223;70,3547;54,5608
28/07/2017;69.6596;71,0213;70
27/07/2017;70.1011;71,5142;70,2724
26/07/2017;70.4313;71,1729;70,0222
25/07/2017;70.6377;71,7106;70,4661
24/07/2017;70.244;71,6188;70,8885
21/07/2017;71.0831;71,692;70,7486
20/07/2017;70.9433;71,7173;70,8143
19/07/2017;71.2176;72,1296;71,4348
18/07/2017;71.9183;72,3251;70,9834
17/07/2017;71.3365;72,7043;71,1796
14/07/2017;70.9863;72,6432;71,0299
13/07/2017;71.8297;73,1022;72,5757
12/07/2017;72.2436;73,8826;73,0938
11/07/2017;72.1326;73,8334;73,2665
10/07/2017;72.8134;74,1732;73,8661
07/07/2017;73.2456;74,9123;73,8596
06/07/2017;73.5423;74,9869;72,229
05/07/2017;72.1459;74,0398;70,6043
04/07/2017;70.7459;70,9947;68,5946
03/07/2017;70.4225;70,9947;68,3099
30/06/2017;70.1655;69,29;67,9331
29/06/2017;69.493;69,0559;67,9196
28/06/2017;70.3235;69,4444;68,3017
27/06/2017;69.6657;69,6833;68,6249
26/06/2017;70.9366;70,6682;69,5948
23/06/2017;70.3449;70,4968;69,5139
22/06/2017;70.583;70,7175;70,0448
21/06/2017;70.7594;70,7953;70,034
20/06/2017;71.4927;70,9538;70,6844
19/06/2017;70.6405;70,9544;70,2368
16/06/2017;69.8223;70,1974;70,0188
15/06/2017;69.685;70,3581;69,685
14/06/2017;68.9578;69,5373;70,4734
13/06/2017;69.4667;69,9572;71,2056
12/06/2017;69.7589;70,0893;72,1429
09/06/2017;70.3002;70,2287;72,2838
08/06/2017;69.4345;70,1481;70,7724
