Date;API2;MTFc1 (TRDPRC_1);CMAP4C1 (TRDPRC_1)
07/06/2017;68.7694;69,2137;69,036
06/06/2017;68.7805;69,0022;68,8692
05/06/2017;69.2321;69,5432;67,7213
02/06/2017;68.3333;68,5284;65,0988
01/06/2017;67.746;68,9055;65,0988
31/05/2017;68.6327;68,3213;65,0988
30/05/2017;69.4805;69,5699;65,0988
29/05/2017;68.6313;66,286;65,3282
26/05/2017;68.0379;66,286;65,3282
25/05/2017;68.2309;66,286;65,2155
24/05/2017;68.2001;66,2833;65,0798
23/05/2017;68.5924;66,5355;65,5965
22/05/2017;67.0167;66,2602;64,9252
19/05/2017;68.0114;66,271;65,1553
18/05/2017;66.9309;66,7507;66,0301
17/05/2017;66.3201;66,3201;65,3791
16/05/2017;65.647;66,2335;65,5568
15/05/2017;65.6429;66,5269;66,0713
12/05/2017;65.657;66,5721;66,3891
11/05/2017;65.8595;66,9828;67,1669
10/05/2017;66.1697;67,2281;66,5838
09/05/2017;65.1674;66,915;67,2829
08/05/2017;65.6015;66,5171;68,3025
05/05/2017;66.03;66,8031;68,1673
04/05/2017;66.2327;66,9155;69,055
03/05/2017;67.6622;68,0482;70,4834
02/05/2017;67.2646;67,9967;71,1083
01/05/2017;68.2235;68,407;71,6384
28/04/2017;68.4993;69,252;71,6384
27/04/2017;68.2027;69,3985;71,514
26/04/2017;67.6694;69,1094;71,1272
25/04/2017;67.0023;68,833;71,167
24/04/2017;67.866;69,2463;72,099
21/04/2017;69.4574;70,3897;73,2333
20/04/2017;69.5725;70,5619;73,0819
19/04/2017;69.1008;70,3147;73,6297
18/04/2017;68.4868;70,3969;73,565
17/04/2017;69.6898;71,0056;74,2084
14/04/2017;69.8935;71,193;74,2084
13/04/2017;69.2895;71,193;74,2084
12/04/2017;68.5484;70,2363;74,2217
11/04/2017;69.5152;71,0715;75,4103
10/04/2017;71.0469;71,2735;76,7488
07/04/2017;71.7794;72,4877;77,7295
06/04/2017;72.1011;73,0596;76,1135
05/04/2017;71.4594;72,266;76,8149
04/04/2017;71.3081;71,8703;77,7268
03/04/2017;70.7724;71,9441;73,8567
31/03/2017;67.9407;68,8797;73,8567
30/03/2017;66.6105;68,8589;73,5432
29/03/2017;65.7626;68,2705;73,1005
28/03/2017;64.0492;67,98;72,327
27/03/2017;64.387;67,4245;72,211
24/03/2017;65.2959;68,5839;73,3537
23/03/2017;65.3989;68,692;73,0983
22/03/2017;64.3353;68,2723;73,1357
21/03/2017;65.2295;68,3753;73,1865
20/03/2017;66.1265;69,0137;73,7636
17/03/2017;67.1852;69,6721;73,7239
16/03/2017;66.9175;69,4444;74,0431
15/03/2017;67.0891;69,9776;74,4968
14/03/2017;68.8549;70,5527;76,3064
13/03/2017;68.2906;71,1067;75,5186
10/03/2017;67.8133;70,672;75,1242
09/03/2017;68.0851;70,8274;77,0686
08/03/2017;68.5549;72,2554;77,6165
07/03/2017;69.0298;71,841;78,3247
06/03/2017;69.5784;72,6035;78,4175
03/03/2017;69.0678;72,2693;78,7194
02/03/2017;71.8923;73,9577;79,7164
01/03/2017;71.3541;74,8151;78,6963
28/02/2017;74.3073;73,617;78,6963
27/02/2017;74.6339;74,1615;78,6963
24/02/2017;75.7576;77,8883;79,214
23/02/2017;76.3305;77,8429;79,0245
22/02/2017;75.9829;77,8778;79,3937
21/02/2017;76.9625;78,168;79,8291
20/02/2017;75.172;77,1369;78,9424
17/02/2017;73.584;77,1369;78,5977
16/02/2017;72.1514;76,4618;78,1484
15/02/2017;71.7116;76,9013;77,7505
14/02/2017;70.814;76,014;79,0394
13/02/2017;71.0107;75,7762;79,4093
10/02/2017;72.852;76,2831;79,1502
09/02/2017;74.6199;77,6234;79,1252
08/02/2017;74.1797;77,8256;79,2746
07/02/2017;75.0936;78,6985;79,7285
06/02/2017;74.6581;78,3794;80,7052
03/02/2017;75.4104;78,3323;81,3468
02/02/2017;75.2928;79,1969;81,6137
01/02/2017;75.6943;79,2236;80,4807
31/01/2017;79.2033;79,0181;80,4807
30/01/2017;76.2252;77,0202;80,4807
27/01/2017;75.8837;82,912;80,2319
26/01/2017;77.4625;82,912;80,5243
25/01/2017;78.4159;82,6042;80,1378
24/01/2017;80.6151;83,1314;80,7549
23/01/2017;81.3121;83,0778;80,6152
20/01/2017;79.8299;83,4657;80,5683
19/01/2017;80.9153;83,2317;81,825
18/01/2017;82.9257;83,6783;82,5494
17/01/2017;81.9175;83,7845;79,4903
16/01/2017;79.2453;83,1219;80,7075
13/01/2017;80.3496;83,1219;80,4906
12/01/2017;80.1131;83,836;80,6315
11/01/2017;77.9301;83,6957;79,8204
10/01/2017;74.8602;82,2041;77,8925
09/01/2017;74.0919;79,6916;78,4147
06/01/2017;75.0902;80,8642;79,3922
05/01/2017;74.3186;80,779;78,7041
04/01/2017;74.3849;80,3452;80,2499
03/01/2017;75.2115;79,2003;80,3057
02/01/2017;76.6185;85,7034;79,2828
30/12/2016;82.612;85,7034;79,2828
29/12/2016;82.4595;86,3203;79,6473
28/12/2016;81.1761;87,2009;79,706
27/12/2016;80.2582;86,5136;79,252
26/12/2016;80.2736;86,5219;79,252
23/12/2016;80.352;86,5219;79,252
22/12/2016;78.9459;86,6315;79,7317
21/12/2016;79.3917;86,7313;79,1039
20/12/2016;79.7304;85,9894;78,9119
19/12/2016;78.3503;85,8008;79,9366
16/12/2016;78.7307;85,4791;80,358
15/12/2016;77.7468;85,8625;80,0038
14/12/2016;76.1747;84,1955;78,0256
13/12/2016;74.1176;82,3529;77,8824
12/12/2016;72.8888;81,0137;76,4059
09/12/2016;71.503;80,7842;76,9012
08/12/2016;67.9793;77,8615;74,5643
07/12/2016;64.4126;74,6907;74,1326
06/12/2016;67.183;74,0412;77,7736
05/12/2016;69.8104;77,2161;78,8887
02/12/2016;73.3458;79,0066;79,3346
01/12/2016;73.424;79,878;85,3199
30/11/2016;81.4832;81,1526;85,3199
29/11/2016;80.4452;79,506;85,3199
28/11/2016;79.2236;79,7136;85,3199
25/11/2016;77.6455;82,0106;85,7899
24/11/2016;77.7104;81,8018;83,9177
23/11/2016;76.8094;81,8018;85,4017
22/11/2016;75.4895;81,6077;84,855
21/11/2016;74.0566;81,6787;85,725
18/11/2016;74.6339;81,7194;87,2933
17/11/2016;75.7647;81,6;85,6
16/11/2016;79.0828;80,861;87,2251
15/11/2016;80.2239;82,3228;88,1996
14/11/2016;82.9141;82,588;89,8157
11/11/2016;80.6452;82,3041;90,0461
09/11/2016;82.959;82,0882;90,5216
08/11/2016;79.4158;79,0166;89,404
07/11/2016;80.6305;79,4981;88,7842
04/11/2016;77.4136;78,1769;84,6879
03/11/2016;77.0062;77,4115;83,6711
02/11/2016;76.2574;76,5729;85,1812
